"","educ","degree","rincome","wealth","poleff11","poleff18","poleff19","poleff20","polinter","news","newsfrom","polnews","partyid","grpparty","mobile16","marital","racecen1","race","region","sex","age","vote12bin"
"2062",11,"lt high school","$10000 - 14999",NA,"strongly agree",NA,"disagree",NA,NA,"once a week",NA,"less than 1 day a week","not str republican",NA,"same st,dif city","married","white","white","pacific","female",26,1
"2063",20,"graduate",NA,"$2 million to $3 million","disagree",NA,"strongly agree","disagree",NA,NA,NA,"several times a day","not str democrat",NA,"same city","married","white","white","pacific","female",34,1
"2064",12,"high school","$25000 or more",NA,"agree","disagree","agree","disagree",NA,"everyday","friends colleagues","several times a day","ind,near dem","belong but dont participate","same city","married","white","white","pacific","male",60,1
"2065",9,"high school",NA,NA,"strongly agree","strongly agree","disagree",NA,"have not done it but might do it","everyday",NA,"3-4 days a week","independent","never belonged","different state","married","white","white","mountain","male",53,0
"2066",9,"high school","$25000 or more","less than $5,000",NA,"agree",NA,NA,"have not done it but might do it",NA,"family","never","independent",NA,"different state","divorced","white","white","mountain","female",36,0
"2067",13,"high school","lt $1000","above $10 million",NA,NA,"agree","agree","have done it in the more distant past","few times a week","family",NA,"not str republican",NA,"same city","married","white","white","mountain","female",25,1
"2068",18,"graduate","$15000 - 19999",NA,NA,"disagree","strongly agree","neither agree nor disagree",NA,NA,"family","5-6 days a week","strong republican",NA,"different state","married","white","white","mountain","female",53,1
"2069",11,"high school","$15000 - 19999","$500,000 to $1 million","strongly disagree","strongly agree","strongly disagree",NA,NA,NA,NA,"never","not str republican",NA,"different state","married",NA,"white","mountain","female",56,1
"2070",12,"high school",NA,NA,NA,"neither agree nor disagree",NA,"neither agree nor disagree","","once a week",NA,NA,"not str democrat","never belonged","different state","widowed","american indian or alaska native","other","mountain","female",35,0
"2071",11,"high school","lt $1000","less than $5,000",NA,"agree","neither agree nor disagree","neither agree nor disagree",NA,"never",NA,"5-6 days a week","ind,near dem","used to belong","different state","married","white","white","mountain","female",47,0
"2072",11,"high school",NA,NA,"agree","agree","disagree","agree","have done it in the more distant past",NA,"friends colleagues","1-2 days a week","ind,near dem",NA,"different state","never married","white","white","mountain","male",26,0
"2073",12,"high school","$25000 or more",NA,"neither agree nor disagree","agree",NA,"neither agree nor disagree","have not done it and would never do  it","once a week","friends colleagues","less than 1 day a week","independent","never belonged","same st,dif city","married","white","white","mountain","male",33,1
"2074",12,"high school",NA,"less than $5,000","neither agree nor disagree","agree","strongly disagree","neither agree nor disagree","have not done it and would never do  it","never","friends colleagues",NA,"ind,near rep",NA,"different state","divorced","white","white","mountain","female",32,1
"2075",20,"graduate",NA,NA,NA,NA,"agree",NA,"have done it in the more distant past",NA,"the internet",NA,NA,NA,"different state","married","white","white","mountain","female",42,1
"2076",15,"junior college","$3000 to 3999",NA,NA,"strongly agree",NA,"agree",NA,"less than once wk",NA,NA,"not str republican",NA,"different state","married","white","white","mountain","female",29,0
"2077",9,"high school",NA,NA,NA,"neither agree nor disagree","strongly agree","neither agree nor disagree","have not done it and would never do  it","few times a week",NA,"3-4 days a week","ind,near dem","never belonged","different state","married","white","white","mountain","male",26,0
"2078",16,"high school","$25000 or more",NA,NA,"strongly agree","strongly agree",NA,NA,"never","magazines","several times a day","strong republican",NA,"different state","married","white","white","mountain","male",28,0
"2079",15,"junior college",NA,NA,NA,"strongly agree","agree",NA,NA,"everyday",NA,NA,"strong republican",NA,"different state","never married","white","white","mountain","female",41,1
"2080",12,"high school","lt $1000","less than $5,000","agree","agree","agree","agree","have done it in the more distant past","few times a week","the internet","never","ind,near dem","belong and actively participate","different state","married","white","white","mountain","female",36,0
"2081",18,"bachelor","$20000 - 24999","less than $5,000","agree","agree","strongly agree",NA,"have not done it and would never do  it","never",NA,"5-6 days a week","strong democrat","never belonged","different state","married","black or african american","black","mountain","male",48,1
"2082",16,"bachelor",NA,NA,"neither agree nor disagree",NA,NA,"disagree","have not done it and would never do  it","never",NA,NA,"not str republican",NA,"different state","married","chinese","other","mountain","male",28,1
"2083",16,"bachelor","$25000 or more","$500,000 to $1 million","strongly disagree","neither agree nor disagree","agree",NA,"",NA,"the internet","several times a day","ind,near rep",NA,"different state","married","white","white","mountain","male",37,1
"2084",12,"high school","lt $1000",NA,NA,"neither agree nor disagree","agree","agree",NA,NA,"magazines","less than 1 day a week","independent","never belonged","different state","divorced","white","white","mountain","female",61,1
"2085",15,"high school","$1000 to 2999",NA,NA,"agree","neither agree nor disagree","neither agree nor disagree",NA,"never","tv",NA,"independent","never belonged","different state",NA,"white","white","mountain","male",40,0
"2086",13,"high school","$10000 - 14999","less than $5,000","agree",NA,NA,"disagree",NA,"everyday","the internet",NA,"strong democrat","belong but dont participate","different state","married","white","white","mountain","female",24,1
"2087",12,"lt high school","$6000 to 6999","$20,000 to $40,000","strongly agree",NA,"neither agree nor disagree","neither agree nor disagree",NA,"less than once wk","tv",NA,"not str democrat","never belonged","same city","never married","black or african american","black","mountain","male",21,0
"2088",12,"high school","$25000 or more","$5,000 to $20,000","disagree","agree",NA,"strongly disagree","have done it in the past year","few times a week","the internet",NA,"not str democrat",NA,"same city","never married","white","white","mountain","male",58,1
"2089",14,"junior college","$8000 to 9999","$100,000 to $150,000",NA,NA,"agree",NA,NA,"less than once wk","friends colleagues","less than 1 day a week","ind,near rep","used to belong","different state","never married",NA,"white","mountain","male",47,1
"2090",13,"high school","$10000 - 14999",NA,NA,NA,"strongly disagree","disagree","have not done it and would never do  it",NA,NA,"less than 1 day a week","not str republican",NA,"same city","married","white","white","mountain","female",31,1
"2091",12,"high school",NA,"$5,000 to $20,000",NA,NA,"strongly agree","strongly disagree","have done it in the more distant past","few times a week","newspapers","several times a day","ind,near rep",NA,"different state","married","white","white","mountain","male",44,0
"2092",16,"bachelor","$25000 or more",NA,"disagree","neither agree nor disagree",NA,"neither agree nor disagree",NA,NA,NA,NA,"ind,near rep","never belonged","different state","married","white","white","mountain","male",27,1
"2093",16,"bachelor","$1000 to 2999",NA,"agree",NA,"strongly agree",NA,"have not done it and would never do  it","everyday","books other printed material","1-2 days a week","ind,near dem","belong and actively participate","different state","never married","white","white","mountain","male",65,0
"2094",13,"high school","$25000 or more","$150,000 to $250,000","strongly disagree",NA,"strongly agree",NA,"have done it in the past year","few times a week",NA,"several times a day","ind,near dem","never belonged","different state","married","white","white","mountain","female",42,1
"2095",18,"graduate",NA,"less than $5,000",NA,"agree",NA,NA,"have not done it and would never do  it",NA,NA,"less than 1 day a week","independent",NA,"different state","married","white","white","mountain","female",31,0
"2096",20,"graduate","$25000 or more","$100,000 to $150,000","disagree",NA,"strongly agree","strongly disagree",NA,"everyday","friends colleagues","less than 1 day a week","ind,near rep",NA,"same st,dif city","married","white","white","mountain","male",66,1
"2097",14,"high school",NA,"$100,000 to $150,000","disagree",NA,"agree",NA,NA,"everyday","the internet","3-4 days a week","independent",NA,"different state","married","white","white","mountain","female",47,1
"2098",12,"lt high school","$15000 - 19999","$5,000 to $20,000","strongly agree","strongly agree","agree",NA,NA,"everyday","the internet",NA,"independent",NA,"same city","married","white","white","w. sou. central","female",49,0
"2099",12,"high school",NA,"$4 million to $5 million",NA,NA,NA,"strongly disagree",NA,NA,"radio",NA,"not str republican",NA,"same st,dif city","widowed","white","white","w. sou. central","male",79,1
"2100",15,"junior college","$3000 to 3999","$100,000 to $150,000",NA,"strongly agree",NA,"strongly agree",NA,NA,"newspapers","less than 1 day a week","ind,near rep",NA,"same st,dif city","married","american indian or alaska native","white","w. sou. central","female",64,1
